ID,"Oznaczenie lokalu","Cena [PLN]","Cena za m² [PLN]","Data aktualizacji","Cena przed zmianą [PLN]","Cena za m² przed zmianą [PLN]","Nazwa dewelopera","Forma prawna dewelopera","Nr NIP","Nr REGON","Nr telefonu","Adres poczty elektronicznej","Adres strony internetowej dewelopera","Województwo adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Powiat adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Gmina adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Miejscowość adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Ulica adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Nr nieruchomości adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Nr lokalu adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Kod pocztowy adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Województwo adresu lokalu, w którym prowadzona jest sprzedaż","Powiat adresu lokalu, w którym prowadzona jest sprzedaż","Gmina adresu lokalu, w którym prowadzona jest sprzedaż","Miejscowość adresu lokalu, w którym prowadzona jest sprzedaż","Ulica adresu lokalu, w którym prowadzona jest sprzedaż","Nr nieruchomości adresu lokalu, w którym prowadzona jest sprzedaż","Nr lokalu adresu lokalu, w którym prowadzona jest sprzedaż","Kod pocztowy adresu lokalu, w którym prowadzona jest sprzedaż","Sposób kontaktu nabywcy z deweloperem"
11568,"Komórka lokatorska nr 45",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11569,"Komórka lokatorska nr 46",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11570,"Komórka lokatorska nr 47",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11571,"Komórka lokatorska nr 48",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11572,"Komórka lokatorska nr 49",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11573,"Komórka lokatorska nr 50",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11574,"Komórka lokatorska nr 52",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11575,"Komórka lokatorska nr 55",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11576,"Komórka lokatorska nr 57",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11577,"Komórka lokatorska nr 58",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11578,"Komórka lokatorska nr 59",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11579,"Komórka lokatorska nr 60",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11580,"Komórka lokatorska nr 61",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11581,"Komórka lokatorska nr 62",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11582,"Komórka lokatorska nr 69",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11583,"Komórka lokatorska nr 70",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11584,"Komórka lokatorska nr 76",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11585,"Komórka lokatorska nr 77",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11586,"Komórka lokatorska nr 78",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11587,"Komórka lokatorska nr 79",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11588,"Komórka lokatorska nr 80",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11589,"Komórka lokatorska nr 88",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11626,"Miejsce postojowe 46/47G",110000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11627,"Miejsce postojowe 58G",80000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11628,"Miejsce postojowe 59G",80000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11629,"Miejsce postojowe 60/61G",110000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11630,"Miejsce postojowe 62/63G",110000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11631,"Miejsce postojowe 104G",80000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11632,"Miejsce postojowe 105G",80000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11633,"Komórka lokatorska nr 82",12000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11634,"Miejsce postojowe K6/11G",39000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11635,"Miejsce postojowe K6/12G",39000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11636,"Miejsce postojowe K6/13G",39000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11637,"Miejsce postojowe K6/14G",39000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11638,"Miejsce postojowe K6/18G",39000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11639,"Miejsce postojowe K6/19G",39000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11640,"Miejsce postojowe K6/22G",39000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11641,"Komórka lokatorska nr 15",7000.00,,"2025-09-05 19:11:46",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
11809,"Miejsce postojowe K6C/10GR",55000.00,,"2025-11-18 14:20:11",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
2331,"Apartament 2/M2",587050.00,19900.00,"2025-09-05 19:11:54",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
2464,"Apartament 19/M2",855620.00,17900.00,"2025-09-05 19:11:54",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
3167,"Apartament 40/M3",642545.00,12390.00,"2025-09-05 19:11:54",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
4188,"Mieszkanie 8/M3d/6D",450790.00,7390.00,"2025-09-05 19:11:54",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
4240,"Mieszkanie 16/M3c/6D",424925.00,7390.00,"2025-09-05 19:11:54",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
4823,"Mieszkanie 1/M4/6C",554250.00,7390.00,"2025-09-05 19:11:54",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
4829,"Mieszkanie 2/M3d/6C",450790.00,7390.00,"2025-09-05 19:11:54",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
4835,"Mieszkanie 3/M3c/6C",424925.00,7390.00,"2025-09-05 19:11:54",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
4843,"Mieszkanie 4/M2a/6C",351764.00,7390.00,"2025-09-05 19:11:54",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
4849,"Mieszkanie 5/M2/6C",331072.00,7390.00,"2025-09-05 19:11:54",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
4855,"Mieszkanie 6/M2/6C",331072.00,7390.00,"2025-09-05 19:11:54",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
4861,"Mieszkanie 1/M3/6B",378741.00,7590.00,"2025-09-05 19:11:53",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
4867,"Mieszkanie 7/M3b/6C",444878.00,7390.00,"2025-09-05 19:11:53",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
4874,"Mieszkanie 8/M3a/6C",410145.00,7390.00,"2025-09-05 19:11:53",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
4883,"Mieszkanie 10/M4/6C",554250.00,7390.00,"2025-09-05 19:11:53",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
4889,"Mieszkanie 11/M3d/6C",450790.00,7390.00,"2025-09-05 19:11:53",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
4895,"Mieszkanie 12/M3c/6C",424925.00,7390.00,"2025-09-05 19:11:53",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
4901,"Mieszkanie 13/M2a/6C",347004.00,7290.00,"2025-09-05 19:11:53",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
4907,"Mieszkanie 14/M2/6C",326592.00,7290.00,"2025-09-05 19:11:53",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
4913,"Mieszkanie 15/M2/6C",331072.00,7390.00,"2025-09-05 19:11:53",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
